File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
48d6066e-9233-4968-af23-26c232c95921	fe2ae40f-a2d0-41a0-8847-f43858578df4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A09B	TCGA-A8-A09B-01A	Primary Tumor
30b2fec5-69ef-48db-9d33-e35642818ad5	d4a86ef1-506f-4dc9-904d-69394d0c3dba.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A573	TCGA-E2-A573-01A	Primary Tumor
dd4dc066-210e-45e4-a2e3-4fa2e2635276	943862c7-891b-4a39-ba41-b3966e4dd237.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A18L	TCGA-BH-A18L-01A	Primary Tumor
cb4ee6d3-8e15-4209-9b80-ff2ac3b97f7b	9e365ec7-4d96-460d-9fed-928f05507fbe.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1XU	TCGA-D8-A1XU-01A	Primary Tumor
c6e4e020-dbe8-4e35-a198-b5e7c5483277	5a106e0a-0c33-46ba-abdd-68fb76b4567b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A1IJ	TCGA-E2-A1IJ-01A	Primary Tumor
419ef164-1ce1-4fca-ac2a-c25cf18d781a	11820238-6b3f-429b-b84a-3e6859edb184.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1JT	TCGA-D8-A1JT-01A	Primary Tumor
fe6096b0-5c9e-4aa4-85c6-a4d3420d95e0	c509bc64-ea7a-4f8a-957c-66539d086536.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0CP	TCGA-A2-A0CP-01A	Primary Tumor
07ff7aa3-a3be-44c0-89d8-c67a0dedcc72	e496cc70-7510-41d9-9f9b-d054ff7332dc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1RH	TCGA-E9-A1RH-01A	Primary Tumor
f0c94748-968a-4308-a95f-aaec4b5051c0	014ac73d-9fdb-43f9-8495-8dab01f24859.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A7-A26F	TCGA-A7-A26F-01A	Primary Tumor
2db0a3fd-2399-4bfb-b676-2b19c197f391	a6d451b4-086a-446b-9048-11ececd8ba66.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A158	TCGA-E2-A158-11A	Solid Tissue Normal
b9bb9e55-ac52-4966-8dfa-879cefbc2cb2	52829b22-1c4e-4874-8062-51ed7bb1b997.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1R2	TCGA-E9-A1R2-01A	Primary Tumor
b7b6e492-59b0-45f5-aaff-051c2cab5ee8	7a75d4b8-c369-4108-a721-c6903482fe71.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0DZ	TCGA-BH-A0DZ-01A	Primary Tumor
a6996338-7dab-4816-898a-a20430141131	0ba140b1-a028-46ee-8d80-ec4795274fe8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A201	TCGA-BH-A201-01A	Primary Tumor
56dc7cfa-903d-413b-84f8-12a3279889cd	9ebc0671-ee66-44b7-8361-6b62886b5d6a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0EW	TCGA-A2-A0EW-01A	Primary Tumor
9c322d05-b8a2-43cf-a25e-7e90cf8e85fc	394d3409-2498-4498-a45b-b36ca401eb17.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A2LE	TCGA-AR-A2LE-01A	Primary Tumor
84f42bf5-32e7-4100-9297-87957839e9e3	4f569ea7-92d9-4a29-9f0e-8a5bfbdd717f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A401	TCGA-B6-A401-01A	Primary Tumor
16900217-2566-44d5-ab69-da58011b9f8a	44022d72-6b45-4ad5-85c5-927df181405d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0IA	TCGA-B6-A0IA-01A	Primary Tumor
553abd08-4f08-4084-8d2e-8a56d6d6e120	c074af13-a603-41f3-9537-375897680aaa.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A7-A13E	TCGA-A7-A13E-01A	Primary Tumor
f316e253-bb84-4c26-a1ef-1df6c5b679b1	8740ca44-992a-4b58-b35f-0442f3ec2851.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1ND	TCGA-E9-A1ND-11A	Solid Tissue Normal
4db49f5a-4675-41f2-af9b-66cd8cab43cd	4143f94b-0830-4d72-bbd2-c331f1829ebe.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0C3	TCGA-BH-A0C3-01A	Primary Tumor
645d6a17-34c1-4af0-9786-55aad23f64e7	8fda075d-53f7-4d62-9b5f-17ba754e3b5a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-5T-A9QA	TCGA-5T-A9QA-01A	Primary Tumor
25887338-b88d-4b8a-90a5-4b268fed148f	4b694316-e8be-4dad-962f-a0f1b063ac9b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A07G	TCGA-A8-A07G-01A	Primary Tumor
17b9f0f0-b59b-4fd1-bf48-80d319ee27ff	774aebfe-dbba-49c4-9343-0bf4f4933e73.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A0TS	TCGA-AR-A0TS-01A	Primary Tumor
05352d5f-6570-4926-8c20-2c14751c3f2d	0d0cb174-ebde-4b75-b2fb-48a1b47f3c96.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-OL-A66H	TCGA-OL-A66H-01A	Primary Tumor
decf86c1-c5d2-4dd0-99fd-91b17c1e55c8	58bdd742-852d-4be8-9984-560c97920550.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1J2	TCGA-EW-A1J2-01A	Primary Tumor
56b17f0f-88ff-4b8e-9650-026e7e118239	a454e5bb-f633-4a6e-ad67-1d0effe7b352.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A15K	TCGA-E2-A15K-06A	Metastatic
b5d660fd-da9a-44b3-8ccf-b7777ffefca2	f4a97737-76b9-4b64-adb4-c3af80c9b09a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0CV	TCGA-A2-A0CV-01A	Primary Tumor
42ac847d-71cc-468d-88b0-9cc65c38e241	5a702802-ba49-44e6-aca2-ce2b71c7c0dc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A254	TCGA-AR-A254-01A	Primary Tumor
f24e9b24-0705-4542-95c6-dda3e9b1b55a	7b7d84be-ef09-4af7-9c6d-845c936f8477.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A24K	TCGA-AR-A24K-01A	Primary Tumor
6f335026-6df0-43f8-8076-fb6534e4420f	17734bbe-d8b7-43d8-abe1-9fad8468c264.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1EV	TCGA-BH-A1EV-01A	Primary Tumor
0fe319f2-7a4f-4732-a488-f96c9db8a0dd	b713d673-b8a4-443c-b569-55a3c343b0f3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A14Z	TCGA-E2-A14Z-01A	Primary Tumor
2a30b4b5-e925-469c-8555-9cc602ea4e1f	edd4b22b-6ffb-48c7-bcca-7aa6f0cc4ad5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A0AB	TCGA-A8-A0AB-01A	Primary Tumor
28bfa617-bafe-40fe-ae7b-fca66584b7cf	d7b87911-9d07-4f76-b450-d7b0896b675c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1NG	TCGA-E9-A1NG-01A	Primary Tumor
6bf7f596-c9b0-452c-a8fb-8067d42f1936	cfcccec6-5ece-4b90-964d-e3446a8b03a3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AC-A23H	TCGA-AC-A23H-01A	Primary Tumor
bc30ca6a-982b-4ba1-85a2-2e4adeba535a	4f3dbf34-7147-4ae2-a874-f6755480a72a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AO-A0J2	TCGA-AO-A0J2-01A	Primary Tumor
7fdf1402-fbd8-4d8e-9b84-e4a01495f3f8	93430c10-3c95-4e41-9291-e0678fc8738c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BG	TCGA-BH-A0BG-01A	Primary Tumor
d716a9e8-f98d-4bb4-8cea-9d8cbe3f9838	b7564dd7-6455-4b84-af8e-d724c2c308ef.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0CW	TCGA-A2-A0CW-01A	Primary Tumor
c2b7c87a-5508-424e-ba34-fe3d859ceca1	8ba0abab-da20-45a8-97c9-d53036c9e44f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-LL-A442	TCGA-LL-A442-01A	Primary Tumor
0d8cc2b6-69bc-446c-82b3-9367cf14be7f	f59bd4e6-c154-4509-be7c-0aec2fb61875.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A7-A4SF	TCGA-A7-A4SF-01A	Primary Tumor
48e35d76-273a-4dd7-ad6a-cd740e109921	beabc7a5-9a42-4aa7-9282-630f4f090e8c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0E2	TCGA-BH-A0E2-01A	Primary Tumor
296936b9-d038-44f8-bebc-ed5b7c4b2c38	0cf6e812-a0dc-411b-96b2-92ad36bb00d9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-JL-A3YX	TCGA-JL-A3YX-01A	Primary Tumor
99359a4e-5bd3-4a80-99a4-f00be159e0ea	0ef8f5bc-f13d-4053-b0e2-35b6e127e89a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AO-A03L	TCGA-AO-A03L-01A	Primary Tumor
28c996b2-5e2d-4a48-a4e0-dd910f8599ab	a433ddc2-90cd-4442-9342-24b820a13332.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A093	TCGA-A8-A093-01A	Primary Tumor
b0db14c6-8cc3-4950-8ce9-fac9d5e6d666	19ff5c40-5fe4-444e-9a03-bf7e83a4ae71.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A10E	TCGA-E2-A10E-01A	Primary Tumor
8753cc4b-0f5d-409a-a3b2-acf39fc7358b	130cd04a-2901-4607-a539-0e1fe966e367.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1JC	TCGA-D8-A1JC-01A	Primary Tumor
6ab1f388-28e9-4b2c-bbdf-8383ef18b83c	b2279a60-8da0-4184-924a-ed810d00a751.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A1L9	TCGA-E2-A1L9-01A	Primary Tumor
7843d077-04e2-41d2-bd64-73edd83e9c1f	b617d9fc-0048-46ae-b703-b19200168d00.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-C8-A12Z	TCGA-C8-A12Z-01A	Primary Tumor
bfdfa11e-b19b-4ee5-bed0-227a627ab1f3	96fa52af-a23f-4561-88a2-72b4b1e031cc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0DX	TCGA-BH-A0DX-01A	Primary Tumor
7e7d3e1a-8f9b-4f1b-9f5e-8ac64d308dfa	940f380b-9a47-4e46-b1cb-3c60882d3765.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1ND	TCGA-E9-A1ND-01A	Primary Tumor
92ad661c-b2ed-40fe-9289-5213a97271a7	d9dc0777-5db7-4afa-bcfc-e047558e529b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0IO	TCGA-B6-A0IO-01A	Primary Tumor
b8647788-d1b1-406d-baa6-607fb43d8056	cd88d4aa-99b6-495e-97fb-1a062aed48a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A08O	TCGA-A8-A08O-01A	Primary Tumor
6c5a866a-42ea-42cf-a845-7c82170c19c7	e144072b-3b30-4530-a4fb-8d2be959f754.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A15E	TCGA-E2-A15E-06A	Metastatic
8c2ea0f3-474f-47f4-9900-d708e14e244c	884f8b59-5fa4-4654-b7e0-2da583edb973.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A25D	TCGA-A2-A25D-01A	Primary Tumor
85df6b0d-d432-4215-aabd-39cdff61d3c2	eeb0663a-fdb3-4b92-9c9a-5ef2cacba6b3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1EW	TCGA-BH-A1EW-01A	Primary Tumor
3b7583b0-9f6c-48d6-b3af-e19832bf2d9f	0f4ac580-9347-4e38-a519-35ee339565a3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AC-A7VC	TCGA-AC-A7VC-01A	Primary Tumor
457906f2-5c59-46a7-abdc-1ebce70de203	34986f2c-d62b-4941-b635-a821ce898332.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AN-A0AK	TCGA-AN-A0AK-01A	Primary Tumor
19685baf-1d13-459b-9024-f5452054a6e7	bdbef11e-3900-4bb9-b23e-d90303c82418.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A3XX	TCGA-A2-A3XX-01A	Primary Tumor
1e325442-a40b-4f63-861a-ea4083cf7099	36fbbc31-27f4-46da-aaf3-5acde446e648.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A1LE	TCGA-E2-A1LE-01A	Primary Tumor
0d0092fd-33be-4e11-93e8-42f353fbb8d1	c4522fee-64e6-41c1-9079-98bb14c7ebbb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0HO	TCGA-BH-A0HO-01A	Primary Tumor
4d6a370d-5a30-4f34-b8ff-d4490afcec73	d2ce94aa-73c0-4789-b5dd-442bc4f7125a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A158	TCGA-E2-A158-01A	Primary Tumor
7f660b4e-d8f6-40fe-af08-ff2b5c658026	5bfab9e3-8ca3-4d98-be06-d6110aa8bb4c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BD	TCGA-BH-A0BD-01A	Primary Tumor
f0101ef7-d3f7-458a-aa7e-77e68abb1cce	ca7d470c-8ce2-48fa-86c8-03d39a3f12d0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A576	TCGA-E2-A576-01A	Primary Tumor
46113f4d-f105-4057-9ae7-27f4e0f60abe	e635ec45-ee5a-4fe8-b1ec-83dd075064d4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1FJ	TCGA-BH-A1FJ-01A	Primary Tumor
4bf14da6-816b-4ded-a43c-6156560da9f6	518c956a-abf6-4ad1-9209-7d0263ebe471.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0ES	TCGA-A2-A0ES-01A	Primary Tumor
bfe0c894-09d6-47ee-8334-23f81a23e1d4	5b415428-f61f-4a40-8a97-a94eb5256fe9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A25E	TCGA-A2-A25E-01A	Primary Tumor
18ed43a1-e364-4a61-83c7-4d62392e0aa0	a6641781-4674-4068-a561-fb1be192eac0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1XZ	TCGA-D8-A1XZ-01A	Primary Tumor
588e3a31-b4c2-41ed-bb23-5ffa1c150ec7	12d955e2-b84c-4adf-b08a-4a27a6174f8f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AN-A0FJ	TCGA-AN-A0FJ-01A	Primary Tumor
eb9b4f6f-ef2e-4bdb-b4c9-354ca9b30af6	17baa13d-9eca-41cf-864c-b26978d8a563.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1FG	TCGA-BH-A1FG-11B	Solid Tissue Normal
4805e3d7-409d-41c9-b7a8-12614c50d354	f4e000ed-f688-4bf1-8c80-eb30a9636cd2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1PF	TCGA-EW-A1PF-01A	Primary Tumor
86bbc63c-70a5-4d2c-bdea-f9de18f8b510	97fb1d84-7fa0-4fa9-b5ed-c370cb774c6f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BA	TCGA-BH-A0BA-01A	Primary Tumor
54283490-47a5-4176-baa7-a8d99ec0aed7	29cb59d1-59ba-4fc8-8783-0a3cea827132.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-5L-AAT0	TCGA-5L-AAT0-01A	Primary Tumor
2036698c-6928-49d5-b536-d5ba34d319e6	b76eea33-d9ec-4265-a346-6d8dc037882a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1X6	TCGA-D8-A1X6-01A	Primary Tumor
41dbd6ab-871d-4ee4-be13-392b4995f6ce	2fe32bd1-797d-4614-b974-8e462d99ca2a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A07B	TCGA-A8-A07B-01A	Primary Tumor
5bcf4341-9360-4904-9dd9-6a43bdfa931c	563883e4-45e2-4fdd-baf4-c656ee51191e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AQ-A54N	TCGA-AQ-A54N-01A	Primary Tumor
e02c1321-88a2-43f5-9203-a56454e346df	7972bd60-cce8-49c5-adc5-471e9f20f4ca.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A27N	TCGA-D8-A27N-01A	Primary Tumor
4df97655-744a-405b-864d-1ed885a3c733	7565ff66-3ca8-42cc-9c84-fa5db304c850.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0HF	TCGA-BH-A0HF-01A	Primary Tumor
4eea0701-8708-4c93-9f63-79ea480031f3	7c28a756-8d41-4077-9c6c-dfabe24078ed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A7-A425	TCGA-A7-A425-01A	Primary Tumor
418c3046-4557-4d8c-aa82-efb372a04b44	b60aae02-5a04-4ee4-85ac-338a38b9c6ea.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1J8	TCGA-D8-A1J8-01A	Primary Tumor
3e4b3c1f-cbb8-487f-9c9e-01291970ade3	03f9932a-cfee-4671-8128-0110f58168e8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BL	TCGA-BH-A0BL-01A	Primary Tumor
2184f692-a3ba-45c3-baf4-734fd4332f35	7338f263-0842-4c79-9363-84a67a8e5a1a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-C8-A3M7	TCGA-C8-A3M7-01A	Primary Tumor
25bc9363-e25e-4b4a-9d57-a70b867716b1	e7a00fda-0d05-468f-b6a0-18653e961da7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A2LK	TCGA-AR-A2LK-01A	Primary Tumor
0051d081-c264-4d60-b4fd-a203ef7ef087	183b24a1-dc9a-4078-bf01-4633823704d0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A6SC	TCGA-EW-A6SC-01A	Primary Tumor
